Date,price,short_mavg,long_mavg,signal,positions
2024-01-02 00:00:00+00:00,48.167999267578125,,,0.0,
2024-01-03 00:00:00+00:00,47.569000244140625,,,0.0,0.0
2024-01-04 00:00:00+00:00,47.99800109863281,,,0.0,0.0
2024-01-05 00:00:00+00:00,49.09700012207031,,,0.0,0.0
2024-01-08 00:00:00+00:00,52.25299835205078,,,0.0,0.0
2024-01-09 00:00:00+00:00,53.13999938964844,,,0.0,0.0
2024-01-10 00:00:00+00:00,54.349998474121094,,,0.0,0.0
2024-01-11 00:00:00+00:00,54.821998596191406,,,0.0,0.0
2024-01-12 00:00:00+00:00,54.709999084472656,,,0.0,0.0
2024-01-16 00:00:00+00:00,56.38199996948242,51.84889945983887,,0.0,0.0
2024-01-17 00:00:00+00:00,56.053001403808594,52.637399673461914,,0.0,0.0
2024-01-18 00:00:00+00:00,57.106998443603516,53.591199493408205,,0.0,0.0
2024-01-19 00:00:00+00:00,59.49100112915039,54.74049949645996,,0.0,0.0
2024-01-22 00:00:00+00:00,59.65399932861328,55.79619941711426,,0.0,0.0
2024-01-23 00:00:00+00:00,59.87300109863281,56.55819969177246,,0.0,0.0
2024-01-24 00:00:00+00:00,61.36199951171875,57.38039970397949,,0.0,0.0
2024-01-25 00:00:00+00:00,61.617000579833984,58.10709991455078,,0.0,0.0
2024-01-26 00:00:00+00:00,61.03099822998047,58.72799987792969,,0.0,0.0
2024-01-29 00:00:00+00:00,62.46500015258789,59.50349998474121,,0.0,0.0
2024-01-30 00:00:00+00:00,62.77399826049805,60.142699813842775,,0.0,0.0
2024-01-31 00:00:00+00:00,61.527000427246094,60.69009971618652,,0.0,0.0
2024-02-01 00:00:00+00:00,63.027000427246094,61.282099914550784,,0.0,0.0
2024-02-02 00:00:00+00:00,66.16000366210938,61.94900016784668,,0.0,0.0
2024-02-05 00:00:00+00:00,69.33200073242188,62.916800308227536,,0.0,0.0
2024-02-06 00:00:00+00:00,68.2229995727539,63.75180015563965,,0.0,0.0
2024-02-07 00:00:00+00:00,70.0989990234375,64.62550010681153,,0.0,0.0
2024-02-08 00:00:00+00:00,69.64099884033203,65.42789993286132,,0.0,0.0
2024-02-09 00:00:00+00:00,72.13300323486328,66.53810043334961,,0.0,0.0
2024-02-12 00:00:00+00:00,72.24800109863281,67.5164005279541,,0.0,0.0
2024-02-13 00:00:00+00:00,72.12799835205078,68.45180053710938,,0.0,0.0
2024-02-14 00:00:00+00:00,73.9000015258789,69.68910064697266,,0.0,0.0
2024-02-15 00:00:00+00:00,72.65799713134766,70.6522003173828,,0.0,0.0
2024-02-16 00:00:00+00:00,72.61299896240234,71.29749984741211,,0.0,0.0
2024-02-20 00:00:00+00:00,69.4520034790039,71.30950012207032,,0.0,0.0
2024-02-21 00:00:00+00:00,67.47200012207031,71.23440017700196,,0.0,0.0
2024-02-22 00:00:00+00:00,78.53800201416016,72.07830047607422,,0.0,0.0
2024-02-23 00:00:00+00:00,78.81700134277344,72.99590072631835,,0.0,0.0
2024-02-26 00:00:00+00:00,79.09200286865234,73.69180068969726,,0.0,0.0
2024-02-27 00:00:00+00:00,78.70099639892578,74.33710021972657,,0.0,0.0
2024-02-28 00:00:00+00:00,77.66300201416016,74.8906005859375,,0.0,0.0
2024-02-29 00:00:00+00:00,79.11199951171875,75.41180038452148,,0.0,0.0
2024-03-01 00:00:00+00:00,82.27899932861328,76.37390060424805,,0.0,0.0
2024-03-04 00:00:00+00:00,85.23699951171875,77.63630065917968,,0.0,0.0
2024-03-05 00:00:00+00:00,85.96399688720703,79.2875,,0.0,0.0
2024-03-06 00:00:00+00:00,88.69999694824219,81.4102996826172,,0.0,0.0
2024-03-07 00:00:00+00:00,92.66899871826172,82.82339935302734,,0.0,0.0
2024-03-08 00:00:00+00:00,87.52799987792969,83.69449920654297,,0.0,0.0
2024-03-11 00:00:00+00:00,85.77400207519531,84.36269912719726,,0.0,0.0
2024-03-12 00:00:00+00:00,91.91300201416016,85.6838996887207,,0.0,0.0
2024-03-13 00:00:00+00:00,90.88800048828125,87.00639953613282,68.46807998657226,1.0,1.0
2024-03-14 00:00:00+00:00,87.94400024414062,87.889599609375,69.26360000610352,1.0,0.0
2024-03-15 00:00:00+00:00,87.83699798583984,88.44539947509766,70.0689599609375,1.0,0.0
2024-03-18 00:00:00+00:00,88.45500183105469,88.76719970703125,70.87809997558594,1.0,0.0
2024-03-19 00:00:00+00:00,89.39800262451172,89.11060028076172,71.68412002563477,1.0,0.0
2024-03-20 00:00:00+00:00,90.37200164794922,89.27780075073242,72.44650009155274,1.0,0.0
2024-03-21 00:00:00+00:00,91.43499755859375,89.15440063476562,73.21240005493163,1.0,0.0
2024-03-22 00:00:00+00:00,94.28900146484375,89.83050079345703,74.0111801147461,1.0,0.0
2024-03-25 00:00:00+00:00,95.00199890136719,90.75330047607422,74.8147801208496,1.0,0.0
2024-03-26 00:00:00+00:00,92.56099700927734,90.81809997558594,75.5718000793457,1.0,0.0
2024-03-27 00:00:00+00:00,90.25,90.75429992675781,76.24916007995606,1.0,0.0
2024-03-28 00:00:00+00:00,90.35600280761719,90.99550018310546,76.93522010803223,1.0,0.0
2024-04-01 00:00:00+00:00,90.36299896240234,91.24810028076172,77.6003401184082,1.0,0.0
2024-04-02 00:00:00+00:00,89.4520034790039,91.34780044555664,78.19956016540527,1.0,0.0
2024-04-03 00:00:00+00:00,88.96399688720703,91.30439987182618,78.78576011657715,1.0,0.0
2024-04-04 00:00:00+00:00,85.90499877929688,90.85769958496094,79.30640007019043,1.0,0.0
2024-04-05 00:00:00+00:00,88.00800323486328,90.51500015258789,79.83932014465331,1.0,0.0
2024-04-08 00:00:00+00:00,87.13300323486328,89.79940032958984,80.3496401977539,1.0,0.0
2024-04-09 00:00:00+00:00,85.35399627685547,88.83460006713867,80.83610015869141,1.0,0.0
2024-04-10 00:00:00+00:00,87.03900146484375,88.28240051269532,81.32758018493652,1.0,0.0
2024-04-11 00:00:00+00:00,90.61599731445312,88.31900024414062,81.88442016601563,1.0,0.0
2024-04-12 00:00:00+00:00,88.18599700927734,88.10199966430665,82.41760009765625,1.0,0.0
2024-04-15 00:00:00+00:00,86.0009994506836,87.66579971313476,82.877080078125,1.0,0.0
2024-04-16 00:00:00+00:00,87.41500091552734,87.46209945678712,83.30218002319336,1.0,0.0
2024-04-17 00:00:00+00:00,84.03500366210938,86.96920013427734,83.59624008178712,1.0,0.0
2024-04-18 00:00:00+00:00,84.6709976196289,86.84580001831054,83.92520004272461,1.0,0.0
2024-04-19 00:00:00+00:00,76.19999694824219,85.66499938964844,84.04722000122071,1.0,0.0
2024-04-22 00:00:00+00:00,79.51799774169922,84.90349884033203,84.24475997924804,1.0,0.0
2024-04-23 00:00:00+00:00,82.4229965209961,84.61039886474609,84.4505598449707,1.0,0.0
2024-04-24 00:00:00+00:00,79.677001953125,83.87419891357422,84.59913986206055,0.0,-1.0
2024-04-25 00:00:00+00:00,82.63200378417969,83.07579956054687,84.80921997070313,0.0,0.0
2024-04-26 00:00:00+00:00,87.73500061035156,83.0306999206543,85.08591995239257,0.0,0.0
2024-04-29 00:00:00+00:00,87.75700378417969,83.2063003540039,85.38790008544922,0.0,0.0
2024-04-30 00:00:00+00:00,86.4020004272461,83.10500030517578,85.6636801147461,0.0,0.0
2024-05-01 00:00:00+00:00,83.04100036621094,83.00559997558594,85.93546005249023,0.0,0.0
2024-05-02 00:00:00+00:00,85.81700134277344,83.1202003479004,86.3023600769043,0.0,0.0
2024-05-03 00:00:00+00:00,88.78900146484375,84.37910079956055,86.50738006591797,0.0,0.0
